[SYS] 2026/01/21 - 01:24:19 | initializing token encoders 
[SYS] 2026/01/27 - 14:35:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:35:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:35:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:35:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:35:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:35:57 | syncing options from database 
[SYS] 2026/01/27 - 14:35:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:35:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:36:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:36:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:36:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:36:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:36:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:36:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:36:57 | syncing options from database 
[SYS] 2026/01/27 - 14:36:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:36:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:37:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:37:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:37:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:37:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:37:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:37:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:37:57 | syncing options from database 
[SYS] 2026/01/27 - 14:37:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:37:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:38:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:38:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:38:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:38:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:38:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:38:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:38:57 | syncing options from database 
[SYS] 2026/01/27 - 14:38:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:38:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:39:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:39:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:39:25 | 正在更新数据看板数据... 
[SYS] 2026/01/27 - 14:39:25 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/01/27 - 14:39:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:39:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:39:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:39:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:39:57 | syncing options from database 
[SYS] 2026/01/27 - 14:39:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:39:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:40:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:40:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:40:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:40:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:40:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:40:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:40:57 | syncing options from database 
[SYS] 2026/01/27 - 14:40:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:40:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:41:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:41:15 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:41:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:41:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:41:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:41:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:41:57 | syncing options from database 
[SYS] 2026/01/27 - 14:42:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:42:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:42:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:42:15 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:42:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:42:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:42:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:42:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:42:57 | syncing options from database 
[SYS] 2026/01/27 - 14:43:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:43:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:43:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:43:15 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:43:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:43:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:43:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:43:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:43:57 | syncing options from database 
[SYS] 2026/01/27 - 14:44:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:44:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:44:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:44:15 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:44:25 | 正在更新数据看板数据... 
[SYS] 2026/01/27 - 14:44:25 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/01/27 - 14:44:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:44:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:44:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:44:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:44:57 | syncing options from database 
[SYS] 2026/01/27 - 14:45:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:45:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:45:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:45:15 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:45:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:45:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:45:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:45:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:45:57 | syncing options from database 
[SYS] 2026/01/27 - 14:46:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:46:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:46:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:46:15 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:46:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:46:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:46:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:46:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:46:57 | syncing options from database 
[SYS] 2026/01/27 - 14:47:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:47:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:47:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:47:15 | 任务进度轮询完成 
[GIN] 2026/01/27 - 14:47:29 | 20260127144729895991878aVi9DKc1 | 200 |    1.801606ms | 185.242.226.121 |     GET /
[SYS] 2026/01/27 - 14:47:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:47:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:47:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:47:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:47:57 | syncing options from database 
[SYS] 2026/01/27 - 14:48:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:48:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:48:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:48:15 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:48:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:48:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:48:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:48:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:48:57 | syncing options from database 
[SYS] 2026/01/27 - 14:49:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:49:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:49:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:49:15 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:49:25 | 正在更新数据看板数据... 
[SYS] 2026/01/27 - 14:49:25 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/01/27 - 14:49:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:49:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:49:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:49:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:49:57 | syncing options from database 
[SYS] 2026/01/27 - 14:50:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:50:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:50:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:50:15 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:50:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:50:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:50:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:50:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:50:57 | syncing options from database 
[SYS] 2026/01/27 - 14:51:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:51:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:51:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:51:15 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:51:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:51:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:51:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:51:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:51:57 | syncing options from database 
[SYS] 2026/01/27 - 14:52:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:52:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:52:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:52:15 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:52:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:52:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:52:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:52:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:52:57 | syncing options from database 
[SYS] 2026/01/27 - 14:53:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:53:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:53:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:53:15 | 任务进度轮询完成 
[GIN] 2026/01/27 - 14:53:29 | 2026012714532936091418MLoEkFUN | 200 |    1.453217ms |   158.94.208.52 |     GET /
[SYS] 2026/01/27 - 14:53:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:53:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:53:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:53:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:53:57 | syncing options from database 
[SYS] 2026/01/27 - 14:54:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:54:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:54:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:54:15 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:54:25 | 正在更新数据看板数据... 
[SYS] 2026/01/27 - 14:54:25 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/01/27 - 14:54:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:54:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:54:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:54:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:54:57 | syncing options from database 
[SYS] 2026/01/27 - 14:55:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:55:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:55:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:55:15 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:55:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:55:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:55:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:55:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:55:57 | syncing options from database 
[SYS] 2026/01/27 - 14:56:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:56:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:56:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:56:15 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:56:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:56:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:56:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:56:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:56:57 | syncing options from database 
[SYS] 2026/01/27 - 14:57:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:57:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:57:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:57:15 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:57:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:57:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:57:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:57:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:57:57 | syncing options from database 
[SYS] 2026/01/27 - 14:58:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:58:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:58:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:58:15 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:58:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:58:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:58:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:58:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:58:57 | syncing options from database 
[SYS] 2026/01/27 - 14:59:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:59:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:59:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:59:15 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:59:25 | 正在更新数据看板数据... 
[SYS] 2026/01/27 - 14:59:25 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/01/27 - 14:59:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:59:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:59:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:59:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:59:57 | syncing options from database 
[SYS] 2026/01/27 - 15:00:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:00:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:00:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:00:15 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:00:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:00:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:00:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:00:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:00:57 | syncing options from database 
[SYS] 2026/01/27 - 15:01:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:01:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:01:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:01:15 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:01:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:01:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:01:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:01:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:01:57 | syncing options from database 
[SYS] 2026/01/27 - 15:02:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:02:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:02:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:02:15 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:02:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:02:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:02:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:02:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:02:57 | syncing options from database 
[SYS] 2026/01/27 - 15:03:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:03:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:03:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:03:15 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:03:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:03:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:03:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:03:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:03:57 | syncing options from database 
[SYS] 2026/01/27 - 15:04:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:04:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:04:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:04:15 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:04:25 | 正在更新数据看板数据... 
[SYS] 2026/01/27 - 15:04:25 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/01/27 - 15:04:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:04:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:04:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:04:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:04:57 | syncing options from database 
[SYS] 2026/01/27 - 15:05:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:05:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:05:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:05:15 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:05:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:05:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:05:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:05:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:05:57 | syncing options from database 
[SYS] 2026/01/27 - 15:06:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:06:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:06:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:06:15 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:06:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:06:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:06:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:06:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:06:57 | syncing options from database 
[SYS] 2026/01/27 - 15:07:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:07:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:07:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:07:15 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:07:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:07:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:07:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:07:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:07:57 | syncing options from database 
[SYS] 2026/01/27 - 15:08:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:08:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:08:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:08:15 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:08:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:08:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:08:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:08:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:08:57 | syncing options from database 
[SYS] 2026/01/27 - 15:09:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:09:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:09:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:09:15 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:09:25 | 正在更新数据看板数据... 
[SYS] 2026/01/27 - 15:09:25 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/01/27 - 15:09:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:09:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:09:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:09:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:09:57 | syncing options from database 
[SYS] 2026/01/27 - 15:10:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:10:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:10:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:10:15 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:10:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:10:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:10:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:10:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:10:57 | syncing options from database 
[SYS] 2026/01/27 - 15:11:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:11:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:11:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:11:15 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:11:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:11:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:11:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:11:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:11:57 | syncing options from database 
[SYS] 2026/01/27 - 15:12:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:12:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:12:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:12:15 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:12:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:12:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:12:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:12:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:12:57 | syncing options from database 
[SYS] 2026/01/27 - 15:13:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:13:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:13:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:13:15 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:13:30 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:13:30 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:13:45 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:13:45 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:13:57 | syncing options from database 
[SYS] 2026/01/27 - 15:14:00 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:14:00 | 任务进度轮询完成 
[SYS] 2026/01/27 - 15:14:15 | 任务进度轮询开始 
[SYS] 2026/01/27 - 15:14:15 | 任务进度轮询完成 
